Unnamed: 0,ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Fecha,Dias_Pasados,Multiplayer,Cantidad de descargas,Precio
939,15520,"Action, Indie, Sports","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '3 Sep, 2009'}",2009-09-03 00:00:00,5326,0.0,0,999
940,24860,,,,-1,2457,,7,0
941,10180,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing","{'coming_soon': False, 'date': '11 Nov, 2009'}",2009-11-11 00:00:00,5257,1.0,239,1999
942,10190,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled, Family Sharing","{'coming_soon': False, 'date': '11 Nov, 2009'}",2009-11-11 00:00:00,5257,1.0,95,1999
943,20540,Strategy,"Single-player, Multi-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Apr, 2009'}",2009-04-08 00:00:00,5474,1.0,45,1999
944,40100,Strategy,"Single-player, Multi-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '1 Mar, 2010'}",2010-03-01 00:00:00,5147,1.0,168,1299
945,20820,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '15 Mar, 2010'}",2010-03-15 00:00:00,5133,1.0,0,199
946,49900,"Action, Indie","Multi-player, Steam Achievements, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '5 Apr, 2010'}",2010-04-05 00:00:00,5112,1.0,0,499
947,22600,Strategy,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26 Aug, 2010'}",2010-08-26 00:00:00,4969,1.0,13,1999
948,62100,Casual,"Single-player, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Sep, 2010'}",2010-09-06 00:00:00,4958,0.0,2,499
949,31280,"Casual, Sports","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '22 Nov, 2010'}",2010-11-22 00:00:00,4881,0.0,14,0
950,41010,,,,-1,2457,,14,0
951,40800,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '30 Nov, 2010'}",2010-11-30 00:00:00,4873,0.0,60,1499
952,38720,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Dec, 2010'}",2010-12-03 00:00:00,4870,0.0,0,499
953,48950,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '10 Dec, 2010'}",2010-12-10 00:00:00,4863,1.0,0,999
954,29180,"Casual, Indie","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '18 Aug, 2009'}",2009-08-18 00:00:00,5342,0.0,1,999
955,40700,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '16 Oct, 2009'}",2009-10-16 00:00:00,5283,0.0,25,1999
956,93200,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Mar, 2011'}",2011-03-16 00:00:00,4767,0.0,3,1999
957,31410,,,,-1,2457,,0,0
958,37000,"Action, Adventure","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '15 Dec, 2009'}",2009-12-15 00:00:00,5223,0.0,1,999
959,50510,Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '12 Aug, 2010'}",2010-08-12 00:00:00,4983,0.0,1,999
960,9500,"Action, Adventure, Indie","Single-player, Multi-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20 Jul, 2007'}",2007-07-20 00:00:00,6102,1.0,0,999
961,18700,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '2 Apr, 2009'}",2009-04-02 00:00:00,5480,0.0,0,999
962,38900,,,,-1,2457,,0,999
963,49600,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '15 Apr, 2010'}",2010-04-15 00:00:00,5102,1.0,3,999
964,58400,"Casual, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': 'Jul 2010'}",-1,2457,0.0,0,499
965,63700,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2010'}",2010-11-02 00:00:00,4901,0.0,0,999
966,80000,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 Jan, 2011'}",2011-01-20 00:00:00,4822,1.0,0,1499
967,92800,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '2 Mar, 2011'}",2011-03-02 00:00:00,4781,0.0,9,999
968,22350,"Action, Free to Play","Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards","{'coming_soon': False, 'date': '9 May, 2011'}",2011-05-09 00:00:00,4713,1.0,3,0
969,12840,,,,-1,2457,,0,0
970,49470,Strategy,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '15 Jun, 2011'}",2011-06-15 00:00:00,4676,1.0,7,0
971,61100,"Indie, Casual","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '19 Jul, 2011'}",2011-07-19 00:00:00,4642,0.0,1,499
972,26500,"Indie, Casual","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '14 Apr, 2009'}",2009-04-14 00:00:00,5468,0.0,0,599
973,111800,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '19 Aug, 2011'}",2011-08-19 00:00:00,4611,0.0,0,499
974,41070,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '22 Nov, 2011'}",2011-11-22 00:00:00,4516,1.0,29,2999
975,207650,"Action, Indie, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '1 Aug, 2012'}",2012-08-01 00:00:00,4263,1.0,0,999
976,41500,RPG,"Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '27 Oct, 2009'}",2009-10-27 00:00:00,5272,0.0,28,1499
977,8930,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '21 Sep, 2010'}",2010-09-21 00:00:00,4943,1.0,11622,2999
978,223830,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '16 Jun, 2014'}",2014-06-16 00:00:00,3579,0.0,32,2499
979,4920,"Action, Indie, Strategy","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '30 Oct, 2012'}",2012-10-30 00:00:00,4173,1.0,63,499
980,210770,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '15 May, 2013'}",2013-05-15 00:00:00,3976,1.0,43,299
981,233250,,,,-1,2457,,4,2999
982,214560,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': ''}",-1,2457,0.0,4,499
983,860950,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Commentary available, Family Sharing","{'coming_soon': False, 'date': '9 Oct, 2018'}",2018-10-09 00:00:00,2003,0.0,18,499
984,207140,"Action, Casual, Indie, Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2016'}",2016-04-19 00:00:00,2906,1.0,133,1499
985,42910,"Action, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '25 stycznia 2011'}",-1,2457,1.0,12,999
986,221910,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '17 Oct, 2013'}",2013-10-17 00:00:00,3821,0.0,33,1499
987,261180,"Action, Indie, Sports","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '27 Aug, 2014'}",2014-08-27 00:00:00,3507,1.0,2,1399
988,264140,"Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '31 Jul, 2014'}",2014-07-31 00:00:00,3534,0.0,11,374
989,94400,"Action, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '13 Jan, 2014'}",2014-01-13 00:00:00,3733,1.0,7,999
990,281990,"Simulation, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 May, 2016'}",2016-05-09 00:00:00,2886,1.0,11582,3999
991,246620,"Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '18 Feb, 2016'}",2016-02-18 00:00:00,2967,1.0,276,1499
992,282760,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '17 Apr, 2014'}",2014-04-17 00:00:00,3639,0.0,1,499
993,238460,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '15 May, 2014'}",2014-05-15 00:00:00,3611,1.0,128,1499
994,237930,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '20 May, 2014'}",2014-05-20 00:00:00,3606,0.0,17,1999
995,239430,"Action, Adventure, Indie","Single-player, Steam Achievements, VR Support, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '21 May, 2014'}",2014-05-21 00:00:00,3605,0.0,0,999
996,312530,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '4 Jun, 2015'}",2015-06-04 00:00:00,3226,1.0,189,1299
997,265890,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Feb, 2014'}",2014-02-19 00:00:00,3696,0.0,1,299
998,8870,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Mar, 2013'}",2013-03-25 00:00:00,4027,0.0,305,2999
999,409710,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '15 Sep, 2016'}",2016-09-15 00:00:00,2757,0.0,265,1999
1000,383870,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '9 Feb, 2016'}",2016-02-09 00:00:00,2976,0.0,98,1999
1001,367580,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Jul, 2015'}",2015-07-06 00:00:00,3194,0.0,2,199
1002,391540,"Indie, RPG","Single-player, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '15 Sep, 2015'}",2015-09-15 00:00:00,3123,0.0,747,999
1003,245170,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '22 Aug, 2013'}",2013-08-22 00:00:00,3877,1.0,204,2499
1004,440650,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Sep, 2017'}",2017-09-21 00:00:00,2386,0.0,34,1799
1005,205230,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '3 Oct, 2012'}",2012-10-03 00:00:00,4200,0.0,2,1499
1006,204300,"Action, Free to Play, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together","{'coming_soon': False, 'date': '1 Aug, 2012'}",2012-08-01 00:00:00,4263,1.0,27,0
1007,466560,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '7 Mar, 2018'}",2018-03-07 00:00:00,2219,1.0,1090,2999
1008,397060,"Adventure, Indie, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '8 Mar, 2017'}",2017-03-08 00:00:00,2583,1.0,22,1999
1009,595280,RPG,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases","{'coming_soon': False, 'date': '29 Sep, 2017'}",2017-09-29 00:00:00,2378,1.0,0,0
1010,271240,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '28 Apr, 2016'}",2016-04-28 00:00:00,2897,1.0,28,2999
1011,493900,"Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Oct, 2017'}",2017-10-13 00:00:00,2364,1.0,78,749
1012,1271140,,,,-1,2457,,Error,0
1013,1124300,Strategy,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '17 Aug, 2021'}",2021-08-17 00:00:00,960,1.0,707,4999
1014,630,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Captions available, Steam Cloud, Stats, Includes level editor, Remote Play Together","{'coming_soon': False, 'date': '19 Jul, 2010'}",2010-07-19 00:00:00,5007,1.0,811,0
1015,17730,"Sports, Action","Multi-player, Mods, Mods (require HL2)","{'coming_soon': False, 'date': 'Jun 2009'}",-1,2457,1.0,1,0
1016,32430,Action,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Dec, 2009'}",2009-12-15 00:00:00,5223,0.0,55,1999
1017,32500,Action,"Single-player, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '26 Oct, 2010'}",2010-10-26 00:00:00,4908,0.0,18,1999
1018,348710,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Nov, 2015'}",2015-11-25 00:00:00,3052,1.0,8,0
1019,1063730,"Action, Adventure, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '28 Sep, 2021'}",2021-09-28 00:00:00,918,1.0,7016,3999
1020,1364390,"Animation & Modeling, Video Production",In-App Purchases,"{'coming_soon': False, 'date': '17 Nov, 2021'}",2021-11-17 00:00:00,868,0.0,326,0
1021,1582620,,,,-1,2457,,0,
1022,495140,"Action, Adventure","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '25 Aug, 2017'}",2017-08-25 00:00:00,2413,1.0,37,1999
1023,30,Action,"Multi-player, Valve Anti-Cheat enabled, Family Sharing","{'coming_soon': False, 'date': '1 May, 2003'}",2003-05-01 00:00:00,7643,1.0,63,499
1024,40,Action,"Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Valve Anti-Cheat enabled, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '1 Jun, 2001'}",2001-06-01 00:00:00,8342,1.0,1,499
1025,60,Action,"Multi-player, PvP, Online PvP, Valve Anti-Cheat enabled, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2000'}",2000-11-01 00:00:00,8554,1.0,4,499
1026,6030,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '16 Sep, 2009'}",2009-09-16 00:00:00,5313,1.0,18,999
1027,10500,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '4 Mar, 2009'}",2009-03-04 00:00:00,5509,1.0,1408,2499
1028,34030,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '25 Feb, 2010'}",2010-02-25 00:00:00,5151,1.0,713,2499
1029,90200,Simulation,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '29 Oct, 2010'}",2010-10-29 00:00:00,4905,1.0,5,799
1030,72200,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '29 Apr, 2011'}",2011-04-29 00:00:00,4723,0.0,15,0
1031,65780,"Action, Simulation, Strategy","Single-player, Multi-player, Family Sharing","{'coming_soon': False, 'date': '13 Jul, 2011'}",2011-07-13 00:00:00,4648,1.0,6,999
1032,251950,"Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op","{'coming_soon': False, 'date': '6 Jul, 2023'}",2023-07-06 00:00:00,272,1.0,7,0
1033,261490,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Stats, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Oct, 2015'}",2015-10-13 00:00:00,3095,0.0,0,0
1034,302670,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '27 Apr, 2018'}",2018-04-27 00:00:00,2168,1.0,161,1499
1035,314160,Simulation,"Single-player, Multi-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '18 Dec, 2014'}",2014-12-18 00:00:00,3394,1.0,436,2499
1036,361670,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '28 Apr, 2015'}",2015-04-28 00:00:00,3263,1.0,2,999
1037,214950,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Sep, 2013'}",2013-09-02 00:00:00,3866,1.0,2863,5999
1038,394360,"Simulationen, Strategie","Einzelspieler, Mehrspieler, Koop, Plattformübergreifender Mehrspieler, Steam-Errungenschaften, Steam-Sammelkarten, Steam Workshop, Steam Cloud, Remote Play auf Tablets, Familienbibliothek","{'coming_soon': False, 'date': '6. Juni 2016'}",-1,2457,0.0,26256,4999
1039,909080,"Adventure, Free to Play, Indie","Single-player, Steam Achievements, Steam Cloud","{'coming_soon': False, 'date': '20 Sep, 2018'}",2018-09-20 00:00:00,2022,0.0,92,0
1040,34330,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing","{'coming_soon': False, 'date': '15 Mar, 2011'}",2011-03-15 00:00:00,4768,1.0,2678,2999
1041,1474700,,,"{'coming_soon': False, 'date': '3 Jun, 2021'}",2021-06-03 00:00:00,1035,,133,0
1042,1621560,"Action, Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '11 Jan, 2022'}",2022-01-11 00:00:00,813,0.0,8,1799
1043,1874880,"Action, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Nov, 2023'}",2023-11-16 00:00:00,139,1.0,1558,2999
1044,1890860,,,,-1,2457,,4,
1045,224600,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Steam Trading Cards, Partial Controller Support","{'coming_soon': False, 'date': '4 Jun, 2014'}",2014-06-04 00:00:00,3591,1.0,2,0
1046,33250,,,,-1,2457,,3,0
1047,285330,"Simulation, Strategy","Single-player, Family Sharing","{'coming_soon': False, 'date': '21 May, 2014'}",2014-05-21 00:00:00,3605,0.0,92,999
1048,304030,"Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '26 Mar, 2015'}",2015-03-26 00:00:00,3296,1.0,88,0
1049,681660,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '23 Oct, 2018'}",2018-10-23 00:00:00,1989,1.0,0,0
1050,968970,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '25 Feb, 2021'}",2021-02-25 00:00:00,1133,0.0,51,799
1051,15100,"Action, Adventure","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '9 Apr, 2008'}",2008-04-09 00:00:00,5838,0.0,37,1999
1052,17450,RPG,"Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '6 Nov, 2009'}",2009-11-06 00:00:00,5262,0.0,5,2999
1053,47730,RPG,"Single-player, Family Sharing","{'coming_soon': False, 'date': '16 Mar, 2010'}",2010-03-16 00:00:00,5132,0.0,0,2999
1054,201870,"Action, Adventure","Single-player, Multi-player","{'coming_soon': False, 'date': '29 Nov, 2011'}",2011-11-29 00:00:00,4509,1.0,90,1999
1055,263500,"Action, Adventure, Free to Play, Indie, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '12 Mar, 2014'}",2014-03-12 00:00:00,3675,1.0,0,0
1056,202090,,,,-1,2457,,10,0
1057,260210,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '15 Jan, 2014'}",2014-01-15 00:00:00,3731,0.0,4,1999
1058,277590,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '25 Feb, 2014'}",2014-02-25 00:00:00,3690,0.0,5,1499
1059,222900,"Action, Free to Play, Early Access","Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '20 Nov, 2014'}",2014-11-20 00:00:00,3422,1.0,1,0
1060,289650,"Action, Adventure","Single-player, Multi-player, Co-op, In-App Purchases, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': 'Nov 11, 2014'}",-1,2457,1.0,503,2999
1061,311560,"Action, Adventure","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '9 Mar, 2015'}",2015-03-09 00:00:00,3313,0.0,94,1999
