ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer
2218750,"Action, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 May, 2023'}",0.0
2334730,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Nov, 2023'}",0.0
2321470,"Action, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Feb, 2024'}",0.0
1627720,"Action, Adventure, RPG","Single-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '18 Sep, 2023'}",0.0
1716740,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Sep, 2023'}",0.0
1086940,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Aug, 2023'}",1.0
212500,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Co-op, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '6 Jun, 2012'}",1.0
237310,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Partial Controller Support","{'coming_soon': False, 'date': '2 Jul, 2014'}",1.0
1623730,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 янв. 2024 r.'}",1.0
282660,Utilities,"Multi-player, Cross-Platform Multiplayer","{'coming_soon': False, 'date': '10 Sep, 2015'}",1.0
530620,"Action, Adventure","Single-player, Full controller support, Steam Cloud","{'coming_soon': False, 'date': '18 Dec, 2016'}",0.0
218620,"Action, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Aug, 2013'}",1.0
732730,"Action, Adventure, Free to Play, Indie, Simulation","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","{'coming_soon': False, 'date': '22 Nov, 2017'}",1.0
504370,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Steam Cloud","{'coming_soon': False, 'date': '8 Nov, 2017'}",1.0
755790,"Action, Free to Play, Massively Multiplayer","Multi-player, PvP, Online PvP, Family Sharing","{'coming_soon': False, 'date': '24 Jun, 2019'}",1.0
1961460,"Action, Indie, Free to Play, Early Access","Multi-player, Co-op, Online Co-op, In-App Purchases","{'coming_soon': False, 'date': '12 Dec, 2022'}",1.0
1721470,"Action, Adventure, Indie",Single-player,"{'coming_soon': False, 'date': '12 Oct, 2021'}",0.0
4000,"Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '29 Nov, 2006'}",1.0
12210,"Action, Adventure","Single-player, Multi-player, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet","{'coming_soon': False, 'date': '24 Mar, 2020'}",1.0
8190,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '23 Mar, 2010'}",0.0
70000,"Action, Indie","Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing","{'coming_soon': False, 'date': '8 Apr, 2011'}",1.0
620,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Workshop, Steam Cloud, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '18 Apr, 2011'}",1.0
92100,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '16 May, 2011'}",1.0
104900,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '16 Apr, 2013'}",1.0
214340,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2012'}",0.0
223470,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2012'}",0.0
226320,,,,
252950,"Action, Indie, Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '6 Jul, 2015'}",1.0
270450,"Action, Indie, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '19 Feb, 2015'}",1.0
291010,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing","{'coming_soon': False, 'date': '10 Jun, 2016'}",0.0
293860,"Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '22 May, 2014'}",1.0
263060,"Action, Indie","Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor","{'coming_soon': False, 'date': '21 May, 2015'}",1.0
296470,"Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '29 Jul, 2014'}",1.0
323850,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '21 Jan, 2016'}",1.0
331470,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud","{'coming_soon': False, 'date': '19 Nov, 2014'}",0.0
318100,"Action, Casual, Indie, Massively Multiplayer, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '1 Aug, 2018'}",1.0
339610,"Action, Casual, Massively Multiplayer, Sports, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Partial Controller Support","{'coming_soon': False, 'date': '1 Apr, 2015'}",1.0
334040,Action,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '7 Jan, 2016'}",1.0
349700,"Violent, Action, Free to Play, Indie, Massively Multiplayer","Multi-player, MMO, PvP, Online PvP, Co-op, Family Sharing","{'coming_soon': False, 'date': '24 Sep, 2015'}",1.0
365300,"Action, Free to Play, Indie","Single-player, Steam Achievements, Captions available, VR Support, Partial Controller Support, Steam Cloud","{'coming_soon': False, 'date': '16 Jun, 2016'}",0.0
348670,"Action, Adventure, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '9 Dec, 2016'}",1.0
378370,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free to Play, Early Access","Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards","{'coming_soon': False, 'date': '26 Jun, 2015'}",1.0
291550,"Action, Indie, Free to Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together","{'coming_soon': False, 'date': '17 Oct, 2017'}",1.0
306040,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards","{'coming_soon': False, 'date': '3 Jul, 2014'}",0.0
314020,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '14 Aug, 2014'}",0.0
355150,"Adventure, Indie, Strategy","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '30 Mar, 2015'}",0.0
391260,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Aug, 2015'}",0.0
341310,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 Feb, 2015'}",0.0
396160,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Aug, 2015'}",0.0
399790,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Sep, 2015'}",0.0
407230,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Oct, 2015'}",0.0
429700,"Action, Adventure, Indie","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '6 Jan, 2016'}",0.0
424280,"Action, Free to Play, Indie","Single-player, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards","{'coming_soon': False, 'date': '27 Jan, 2016'}",0.0
440760,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '15 Feb, 2016'}",0.0
259080,"Action, Adventure","Single-player, Multi-player, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '16 Dec, 2013'}",1.0
335240,"Free to Play, Indie, Massively Multiplayer","Multi-player, MMO, Steam Achievements, Steam Trading Cards, Includes level editor","{'coming_soon': False, 'date': '30 Jan, 2015'}",1.0
678950,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26/jan./2018'}",1.0
1201240,"Action, Casual, RPG, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '17 Aug, 2020'}",1.0
1209040,"Action, Free to Play, Massively Multiplayer","Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases","{'coming_soon': False, 'date': '18 Jun, 2020'}",1.0
1623660,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases","{'coming_soon': False, 'date': '25 Aug, 2021'}",1.0
1644490,"Action, Adventure, Indie, Massively Multiplayer","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 May, 2022'}",1.0
4500,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Mar, 2007'}",1.0
20510,"Aktion, Rollenspiel","Einzelspieler, Mehrspieler, PvP, Online-PvP, LAN-PvP, Steam Cloud, Familienbibliothek","{'coming_soon': False, 'date': '15 Sep, 2008'}",0.0
41700,"Aktion, Rollenspiel","Einzelspieler, Mehrspieler, PvP, Online-PvP, LAN-PvP, Steam Cloud, Familienbibliothek","{'coming_soon': False, 'date': '11 Feb, 2010'}",0.0
105600,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '16 maja 2011'}",1.0
227300,"Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '12 Oct, 2012'}",1.0
236390,"Aktion, MMO, Simulationen, Kostenlos","Einzelspieler, Mehrspieler, MMO, PvP, Online-PvP, Koop, Online-Koop, Plattformübergreifender Mehrspieler, Steam-Errungenschaften, Volle Controllerunterstützung, Unterstützt VR, Käufe im Spiel, Remote Play auf Smartphones, Remote Play auf Tablets","{'coming_soon': False, 'date': '15 Aug, 2013'}",0.0
242760,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Tracked Controller Support, VR Supported, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Apr, 2018'}",1.0
107410,"Aktion, Simulationen, Strategie","Einzelspieler, Mehrspieler, PvP, Online-PvP, LAN-PvP, Koop, Online-Koop, LAN-Koop, Steam-Errungenschaften, Steam-Sammelkarten, Untertitel verfügbar, Steam Workshop, Steam-Bestenlisten, Enthält Level-Editor","{'coming_soon': False, 'date': '12 Sep, 2013'}",0.0
262060,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': 'Jan 19, 2016'}",0.0
108600,"Indie, RPG, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': 'Nov 8, 2013'}",1.0
274190,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': 'Oct 15, 2015'}",1.0
287390,Aktion,"Einzelspieler, Steam-Errungenschaften, Volle Controllerunterstützung, Steam-Sammelkarten, Steam Cloud, Remote Play auf TV-Geräten, Familienbibliothek","{'coming_soon': False, 'date': '27. Aug. 2014'}",0.0
294100,"インディー, シミュレーション, ストラテジー","シングルプレイヤー, Steamワークショップ, 部分的コントローラサポート, Steamクラウド, タブレットでRemote Play, ファミリーシェアリング","{'coming_soon': False, 'date': '17 Oct, 2018'}",0.0
305620,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '1 Aug, 2017'}",0.0
252490,"Action, Adventure, Indie, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Stats, Remote Play on Tablet","{'coming_soon': False, 'date': '8 Feb, 2018'}",1.0
700580,,,,
346110,"アクション, アドベンチャー, インディー, MM（Massively Multiplayer）, RPG","シングルプレイヤー, マルチプレイヤー, MMO, 協力, Steam実績, フルコントローラサポート, Steamワークショップ, Steamクラウド, Valveアンチチート有効, レベル編集可能, タブレットでRemote Play, ファミリーシェアリング","{'coming_soon': False, 'date': 'Aug 27, 2017'}",0.0
407530,"Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy","Multi-player, Co-op, Steam Workshop, Partial Controller Support, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '29 Aug, 2017'}",1.0
322330,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '21 Apr, 2016'}",1.0
341940,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '1 Jun, 2015'}",0.0
393380,"Action, Indie, Massively Multiplayer, Strategy","Multi-player, PvP, Online PvP, Steam Trading Cards, Steam Workshop, Partial Controller Support, Valve Anti-Cheat enabled","{'coming_soon': False, 'date': '23 Sep, 2020'}",1.0
225540,"Экшены, Приключенческие игры","Для одного игрока, Достижения Steam, Контроллер (полностью), Коллекционные карточки, Remote Play на телефоне, Remote Play на планшете, Remote Play на телевизоре, Family Library Sharing","{'coming_soon': False, 'date': '30 Nov, 2015'}",0.0
391220,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '9 Feb, 2016'}",0.0
275850,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, HDR available, Family Sharing","{'coming_soon': False, 'date': '12 Aug, 2016'}",1.0
457140,"Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '30 Jul, 2019'}",0.0
470220,Casual,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '3 Jan, 2017'}",1.0
327030,"Action, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '23 Aug, 2016'}",1.0
489830,RPG,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '27 Oct, 2016'}",0.0
493520,Action,"Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '9 Dec, 2021'}",1.0
495420,"Action, RPG, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '13 Mar, 2020'}",1.0
500260,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2018'}",1.0
513710,"Action, Adventure, Indie, Massively Multiplayer, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Stats","{'coming_soon': False, 'date': '29 Aug, 2018'}",1.0
518790,"Adventure, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Feb, 2017'}",1.0
289070,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Turn Notifications, Remote Play on Tablet, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20. Okt. 2016'}",1.0
312660,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2017'}",1.0
526870,"Adventure, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': 'Jun 8, 2020'}",1.0
548430,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 May, 2020'}",1.0
447040,"Action, Adventure","Single-player, Multi-player, Co-op, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '28 Nov, 2016'}",1.0
438740,Action,"Multi-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 May, 2017'}",1.0
594650,Action,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Leaderboards, Remote Play on Tablet, Remote Play on TV","{'coming_soon': False, 'date': '27 Aug, 2019'}",1.0
602960,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '13 marca 2023'}",1.0
657200,Simulation,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, VR Supported, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '18 Jul, 2017'}",1.0
671860,"Action, Massively Multiplayer, Early Access","Multi-player, MMO, PvP, Online PvP, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '15 Jun, 2023'}",1.0
674940,"Action, Casual, Indie","Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '28 Sep, 2017'}",1.0
699920,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2018'}",0.0
700330,"Action, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled","{'coming_soon': False, 'date': '29 Dec, 2017'}",1.0
629520,"Audio Production, Utilities",Family Sharing,"{'coming_soon': False, 'date': '30 Sep, 2017'}",0.0
466240,"Action, Indie, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet","{'coming_soon': False, 'date': '3 Mar, 2017'}",1.0
813780,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '14 Nov, 2019'}",1.0
304390,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '14 Mar, 2024'}",1.0
881100,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Oct, 2020'}",0.0
892970,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '2 Feb, 2021'}",1.0
412020,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '14 Feb, 2020'}",0.0
1449560,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': 'Feb 14, 2020'}",0.0
958260,,,,
976890,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '24 Jan, 2022'}",1.0
581320,Action,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '12 Dec, 2018'}",1.0
1044200,,,,
1081510,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Jul, 2019'}",0.0
1091500,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Dec, 2020'}",0.0
1092790,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Oct, 2021'}",0.0
1100990,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '13 May, 2020'}",1.0
1118200,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 Jul, 2019'}",0.0
1144200,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Cloud","{'coming_soon': False, 'date': '13 дек. 2023 r.'}",1.0
1085660,"Action, Adventure, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '1 Oct, 2019'}",1.0
