ID del juego,Géneros,Categorías,Multiplayer
410120,Adventure,"Single-player, Steam Trading Cards, Family Sharing",0.0
410130,Adventure,"Single-player, Steam Trading Cards, Family Sharing",0.0
409310,,,
411120,Strategy,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",1.0
412730,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
413680,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
414080,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
416030,"Casual, Free to Play, Indie, RPG, Simulation, Strategy","Single-player, Full controller support, Steam Trading Cards, Steam Cloud",0.0
416200,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
416370,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",0.0
417110,"Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Commentary available, Family Sharing",0.0
418960,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
419090,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",1.0
420100,Casual,"Single-player, Family Sharing",0.0
420770,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
421180,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
421260,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
421880,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
428100,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
429580,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
430170,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
427980,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
416040,"Action, Free to Play, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards",1.0
444460,"Action, Indie, Strategy, Early Access","Single-player, Steam Trading Cards, Family Sharing",0.0
402150,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
449250,"Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
452510,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
460160,"Adventure, Casual","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
462990,"Adventure, Casual, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
464490,"Adventure, Casual","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
483960,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
490390,Adventure,"Single-player, Steam Trading Cards, Family Sharing",0.0
496630,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
449830,,,
593200,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1170820,"Adventure, Free to Play","Single-player, Steam Achievements",0.0
6800,Action,"Single-player, Multi-player, Co-op, Family Sharing",1.0
6810,Action,"Single-player, Multi-player, Co-op, Family Sharing",1.0
225300,"Action, Adventure","Single-player, Family Sharing",0.0
224300,"Action, Adventure","Single-player, Family Sharing",0.0
240600,"Racing, Simulation, Sports","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",1.0
303800,"Adventure, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
303830,Racing,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",1.0
377450,"Adventure, Casual","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
539300,Casual,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.0
558780,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
582810,"Action, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",1.0
662190,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
765870,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1985820,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, In-App Purchases",1.0
1546970,"Action, Adventure","Single-player, Full controller support, Family Sharing",0.0
2306740,Action,"Single-player, Full controller support, Family Sharing",0.0
61520,"RPG, Strategy","Single-player, Multi-player, Family Sharing",1.0
298050,Strategy,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",1.0
360950,,,
21760,Strategy,"Single-player, Multi-player, Family Sharing",1.0
21910,Strategy,"Single-player, Multi-player, Family Sharing",1.0
25980,"Simulation, Strategy","Single-player, Family Sharing",0.0
23450,"Simulation, Strategy","Single-player, Family Sharing",0.0
48210,,,
207890,,,
224740,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
227680,,,
18490,,,
232810,"Indie, Simulation, Strategy, Early Access","Single-player, Commentary available, Family Sharing",0.0
252250,"Indie, Simulation, Strategy","Single-player, Partial Controller Support, Family Sharing",0.0
256050,,,
227020,"Simulation, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
291930,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
310470,"Simulation, Strategy","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing",1.0
289930,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
334310,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0.0
326410,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
341030,"Indie, Simulation, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing",1.0
344850,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
667610,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Family Sharing",0.0
736820,"Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
773790,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing",0.0
911430,"Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
954870,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Steam Achievements, Stats, Family Sharing",0.0
987840,"RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1083300,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0.0
1099410,"Action, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Workshop, Family Sharing",1.0
1123830,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1157220,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.0
1158420,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
1176470,"Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
1182110,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing",0.0
1287530,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
840390,"Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
1336180,"Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.0
1380910,"Indie, RPG, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",0.0
1471040,Simulation,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
1489970,"Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Family Sharing",0.0
1492360,"Casual, Indie, Simulation, Strategy","Single-player, Steam Workshop, Steam Cloud, Family Sharing",0.0
1511460,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Captions available, Steam Workshop, Steam Cloud, Family Sharing",0.0
1527950,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",1.0
1538570,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
1614550,"Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Includes Source SDK, Family Sharing",1.0
1620290,"Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
1644320,"Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",1.0
1649080,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1700870,"Simulation, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing",0.0
1937500,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
1981570,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
2198510,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
2244130,"Adventure, Casual, Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
2370310,"Indie, RPG, Simulation, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing",0.0
1937780,"Action, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing",1.0
1286880,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0.0
2170420,"Action, Early Access","Multi-player, PvP, Online PvP, Family Sharing",1.0
2422090,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
7200,Racing,"Single-player, Multi-player, Includes level editor, Family Sharing",1.0
253690,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",1.0
240460,,,
664430,"Simulation, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1.0
790740,"Adventure, Casual, Indie","Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Family Sharing",1.0
1444480,"Simulation, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
1708520,"Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
1967510,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
418110,"Casual, Free to Play, Indie, Strategy, Early Access","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",1.0
294730,"Casual, Simulation, Strategy","Single-player, Family Sharing",0.0
454180,"Action, Adventure, Casual, Indie, Racing, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",1.0
542780,"Free to Play, Indie, Racing, Sports",Single-player,0.0
728730,"Casual, Free to Play, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards",0.0
1146940,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",1.0
213120,,,
328060,"Action, Adventure, Casual, Free to Play, Racing","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing",1.0
343630,"Action, Casual, Free to Play, Strategy","Multi-player, Co-op",1.0
380770,,,
385380,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",1.0
433280,Strategy,"Single-player, Steam Trading Cards, Family Sharing",0.0
440740,"Action, Casual, Free to Play, Indie, Strategy","Single-player, Steam Achievements, Steam Leaderboards",0.0
464080,Adventure,"Single-player, Steam Trading Cards, Family Sharing",0.0
467760,"Action, Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play Together, Family Sharing",1.0
492800,Free to Play,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing",0.0
438490,"Action, RPG","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",1.0
553310,"Action, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1.0
556180,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Family Sharing",1.0
609940,"Casual, Free to Play, Massively Multiplayer, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",1.0
551170,"Adventure, RPG, Strategy","Multi-player, MMO, Steam Achievements, Steam Trading Cards, In-App Purchases",1.0
1158980,"Adventure, Casual, Free to Play, Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet",1.0
1222800,"Adventure, RPG, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Steam Cloud",1.0
1316230,"Action, Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Stats, Family Sharing",1.0
1592110,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",1.0
462110,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing",1.0
485500,"Action, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
1239300,"Action, Adventure, Indie","Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud",1.0
1509820,"Adventure, Casual, Free to Play, Indie",Single-player,0.0
6370,"Action, Free to Play, Massively Multiplayer","Single-player, Multi-player, MMO",1.0
208030,,,
215870,"Free to Play, Massively Multiplayer","Multi-player, Steam Cloud",1.0
389430,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Steam Trading Cards, In-App Purchases",1.0
434530,"Casual, Indie, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
514460,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Partial Controller Support, Family Sharing",1.0
557190,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",0.0
645690,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
579180,"Action, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1.0
888790,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1021770,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",1.0
1230140,"Adventure, Casual","Single-player, Steam Trading Cards, Family Sharing",0.0
1265240,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1345740,"Adventure, Casual, Simulation","Single-player, Family Sharing",0.0
1367550,Strategy,"Single-player, Steam Achievements, Steam Cloud, Remote Play on Tablet, Family Sharing",0.0
872410,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1567800,Adventure,"Single-player, Family Sharing",0.0
1732330,"Action, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
1879330,"Action, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",1.0
1811950,RPG,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
2113920,RPG,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",0.0
427950,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0.0
1942660,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",1.0
339600,"Free to Play, Massively Multiplayer, Strategy","Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements",1.0
511090,"Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
934430,,,
1283970,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities","Steam Workshop, Includes level editor",0.0
1737340,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Family Sharing",0.0
1230170,Simulation,Single-player,0.0
1269370,"Action, Indie, Early Access","Single-player, Partial Controller Support, Family Sharing",0.0
814540,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
201830,Adventure,"Single-player, Steam Achievements, Partial Controller Support, Family Sharing",0.0
613270,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Captions available, Family Sharing",0.0
790750,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards",1.0
338000,"Action, Free to Play, Indie","Single-player, Full controller support",0.0
570380,"Violent, Indie, RPG","Single-player, Partial Controller Support, Family Sharing",0.0
672730,"Free to Play, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Includes level editor",0.0
689400,"Casual, Free to Play, Indie","Single-player, Steam Achievements",0.0
735850,"Casual, Free to Play, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases",0.0
523740,"Action, Free to Play, Indie, Massively Multiplayer, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards",1.0
1275640,"Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Cloud",0.0
334030,"Free to Play, Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards",1.0
343270,"Adventure, Indie","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Partial Controller Support, Family Sharing",1.0
247370,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
397690,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",0.0
464780,"Adventure, Free to Play",Single-player,0.0
488660,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
508410,"Action, Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
572890,,,
999020,"Action, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",1.0
1016790,,,
1034910,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
1601740,,,
1787820,,,
251450,,,
679740,,,
746910,,,
407060,,,
549090,,,
585860,,,
470260,,,
618690,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Family Sharing",0.0
689580,"Software Training, Utilities","VR Only, Steam Cloud",0.0
868020,Adventure,"Single-player, Tracked Controller Support, VR Only",0.0
741820,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Tracked Controller Support, VR Supported, Partial Controller Support, Family Sharing",1.0
927270,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Captions available, Family Sharing",0.0
265690,"Adventure, Indie",Single-player,0.0
1039880,"Action, RPG","Single-player, Tracked Controller Support, VR Only, Family Sharing",0.0
1051200,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.0
1205520,"Adventure, Casual","Single-player, Steam Achievements, Full controller support, Family Sharing",0.0
1256230,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing",0.0
235780,"Action, Adventure",Single-player,0.0
388620,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",0.0
846770,"Action, Adventure, Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1.0
1910780,"Action, Casual, Free to Play, Indie, RPG","Single-player, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud",0.0
293010,,,
413710,"Action, Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",1.0
239660,"Action, Free to Play","Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",1.0
321480,"Casual, Free to Play, Indie, Strategy",Single-player,0.0
361630,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support",0.0
33570,"RPG, Simulation, Strategy","Single-player, Family Sharing",0.0
216090,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
327640,"Free to Play, Indie, Strategy, Early Access","Single-player, Steam Achievements",0.0
266410,"Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, MMO, PvP, Online PvP, VR Support, Partial Controller Support, Family Sharing",1.0
349730,"Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing",1.0
390870,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",1.0
398840,"Action, Free to Play, Simulation, Strategy","Single-player, Multi-player",1.0
399660,,,
445190,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
516110,"Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",1.0
530320,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",0.0
546430,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
555880,"Action, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",1.0
579720,"Action, Adventure, Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Supported, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
585080,"Adventure, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1.0
615120,"Action, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
622890,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
631770,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
636070,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.0
