ID del juego,Géneros,Categorías,Fecha de Lanzamiento
1159560,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
1159690,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Partial Controller Support, Steam Cloud, Family Sharing",
1178490,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",
1254370,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",
1263070,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing",
1282410,"Action, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
1358710,"Action, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",
1371690,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing",
826940,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
1413660,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",
1030210,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Tablet, Family Sharing",
753650,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Multi-player, PvP, Online PvP",
774241,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",
1481400,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud",
1492070,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",
1569200,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",
1671280,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",
1676130,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
1119980,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
1837690,"Action, Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",
1097350,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing",
2344520,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",
764570,"Casual, Indie, Simulation, Early Access","Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together",
307960,"Action, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, VR Supported, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",
334920,"Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Cloud",
587650,"Action, Free to Play",Single-player,
703510,,,
1269690,,,
46400,,,
11200,,,
34920,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",
46440,Strategy,"Single-player, Multi-player, Shared/Split Screen, Remote Play Together, Family Sharing",
46450,"Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing",
41730,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",
45450,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",
41740,"Action, Adventure, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",
96200,"Action, Indie","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",
105300,"Casual, Indie","Single-player, Steam Achievements, Family Sharing",
46520,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",
24400,"RPG, Strategy","Single-player, Multi-player, Family Sharing",
9350,Strategy,"Single-player, Multi-player, Family Sharing",
94200,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",
99700,"Casual, Indie, Strategy","Single-player, Family Sharing",
26900,"Casual, Indie","Single-player, Family Sharing",
4300,"Action, Indie","Single-player, Partial Controller Support, Includes level editor, Family Sharing",
6250,"Action, Strategy","Single-player, Multi-player, Family Sharing",
46700,Strategy,"Single-player, Family Sharing",
46710,Strategy,"Single-player, Family Sharing",
46320,,,
46370,Simulation,"Single-player, Steam Cloud, Family Sharing",
46380,Strategy,"Single-player, Steam Cloud, Family Sharing",
399820,"Action, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",
524030,"Action, Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",
2338770,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",
321800,"Adventure, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing",
613730,"Action, Adventure, Casual, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",
661790,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
963710,Indie,"Single-player, Partial Controller Support, Family Sharing",
1064460,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",
1228520,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",
1245430,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",
1611490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",
29900,Action,"Single-player, Multi-player, Partial Controller Support, Family Sharing",
220090,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",
36630,,,
238260,"Free to Play, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",
253530,"Action, Free to Play, Indie","Multi-player, Includes level editor, Includes Source SDK",
255370,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
258200,"Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",
262150,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing",
270010,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Commentary available, Family Sharing",
280140,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
285070,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
290470,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, In-App Purchases, Partial Controller Support",
303840,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
321950,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",
317440,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
340650,"Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",
363620,"Action, Indie, Simulation","Single-player, Steam Achievements, VR Supported, Steam Trading Cards, VR Support, Family Sharing",
373680,,,
403740,"Casual, RPG","Single-player, Steam Trading Cards, Family Sharing",
412880,"Action, Indie, Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Family Sharing",
454910,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases, Family Sharing",
457590,"Adventure, Casual, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases",
628730,"Adventure, Casual, Indie, Free to Play",Single-player,
644540,Adventure,Single-player,
661130,"Action, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Multi-player, MMO, Co-op, Online Co-op, Tracked Controller Support, VR Supported",
690510,"Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '19 Mar, 2019'}"
734910,"Adventure, Casual, Free to Play, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud",
806510,"Casual, Free to Play, Indie",Single-player,
546050,"Action, Casual","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",
862570,"Action, Casual, Indie","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",
868980,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",
921940,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases, Family Sharing",
950460,"Action, Casual, Free to Play","Single-player, Steam Achievements, Stats",
952040,"Indie, Simulation","Single-player, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
963330,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
1007840,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",
1047440,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",
1078000,"Indie, Simulation, Early Access","Single-player, Steam Workshop, Includes level editor, Family Sharing",
1096720,"Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
1253870,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Family Sharing",
1263160,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",
814200,Adventure,"Single-player, Steam Achievements, Family Sharing",
1323420,"Action, Simulation","Single-player, Steam Achievements, Family Sharing",
1343090,"Adventure, Casual, Indie","Single-player, Family Sharing",
1407420,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",
1446720,"Action, Free to Play","Single-player, Partial Controller Support, Steam Cloud",
1555110,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
1602490,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",
2060080,"Casual, RPG, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases",
202200,"Indie, Strategy","Single-player, Family Sharing",
314970,"Free to Play, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Includes level editor, Remote Play Together",
812810,"Casual, Indie, Simulation, Free to Play",Single-player,
356040,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",
781030,"Action, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, In-App Purchases",
656970,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing",
10150,"Action, Adventure","Single-player, Family Sharing",
213330,"Action, Adventure","Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",
393080,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing",
1369320,"Casual, Indie, Free to Play",Single-player,
1755350,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing",
15210,Simulation,"Single-player, Multi-player, Co-op, Family Sharing",
269470,"Audio Production, Utilities","Single-player, Steam Cloud",
270090,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing",
345370,Utilities,,
454670,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
454690,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
457680,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",
463110,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
464960,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
466840,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
504210,"Indie, Simulation","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",
513620,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
527750,"Action, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",
547470,Action,"Single-player, Steam Trading Cards, Family Sharing",
687750,"Action, Indie","Single-player, Steam Achievements, Family Sharing",
702050,"Adventure, Simulation","Single-player, Steam Trading Cards, Family Sharing",
751630,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",
786520,"Utilities, Early Access","Steam Workshop, Steam Cloud",
842780,"Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Workshop, Family Sharing",
880950,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",
933940,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
1021100,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
1080020,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
878380,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",
1218010,,,
1283960,"Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op",
1389550,"Adventure, RPG, Simulation, Strategy","Single-player, Steam Achievements, Remote Play on Tablet, Family Sharing",
1416230,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",
1434480,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",
1577620,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",
1671350,"Action, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",
1730260,"Simulation, Early Access","Single-player, Steam Workshop, Steam Cloud, Family Sharing",
2015620,"Action, Indie, Early Access","Single-player, Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing",
2198800,Simulation,"Single-player, Family Sharing",
40720,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",
202530,,"Single-player, Partial Controller Support, Family Sharing",
235720,"Action, Indie, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",
237630,"Action, Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Aug, 2013'}"
292370,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",
301190,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
301200,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
301690,Casual,"Single-player, Family Sharing",
312450,"Simulation, Strategy, Free to Play","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor",
340320,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
346500,"Action, Adventure, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
357070,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
336420,"Action, Adventure, Casual, Indie, Sports, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
395160,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing",
400370,"Action, Adventure","Single-player, Steam Trading Cards, Family Sharing",
400510,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
421740,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
422100,"Indie, Simulation","Single-player, VR Only, Steam Trading Cards, Family Sharing",
230310,"Action, Free to Play, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",
431710,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
448000,"Action, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
450850,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
453100,"Action, Casual, Indie","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",
461010,"Action, Casual, Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",
461360,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
463930,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
467310,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
468330,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",
473670,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
474910,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
491280,"Action, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Family Sharing",
496640,Indie,"Single-player, Steam Trading Cards, Family Sharing",
499520,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",
501760,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
508990,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",
522210,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",
526540,"Action, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': 'Sep 23, 2016'}"
530330,"Adventure, Free to Play, Indie","Single-player, Steam Achievements, Captions available, Steam Cloud","{'coming_soon': False, 'date': 'Oct 13, 2016'}"
531910,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
533330,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
539750,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",
541380,"Action, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
547710,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",
550670,"Action, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",
574820,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
575580,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",
577740,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",
586340,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",
588110,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
596380,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",
596810,"Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",
601010,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",
375120,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",
618510,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",
626630,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",
778410,"Action, Indie, RPG, Strategy","Single-player, Steam Achievements, Stats, Family Sharing",
788510,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",
816240,"Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP",
838330,"Action, Adventure, Massively Multiplayer, RPG","MMO, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing",
402390,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",
274980,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing",
1349040,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
2010450,"Action, Indie, RPG","Single-player, Full controller support",
444260,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",
488280,"Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",
1010860,"Action, Casual, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",
1436990,"Casual, RPG, Strategy, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing",
41900,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",
90500,Strategy,"Single-player, Steam Achievements, Family Sharing",
465710,"Action, Adventure, Free to Play, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing",
475630,"Action, Free to Play, Massively Multiplayer, Strategy","Multi-player, MMO, Family Sharing",
366760,"Casual, Indie, Sports, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",
374670,"Action, Free to Play, Indie, Early Access","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing",
433350,"Action, Casual, Free to Play","Multi-player, MMO, Steam Achievements, Steam Trading Cards, In-App Purchases",
442710,"Free to Play, Indie, Massively Multiplayer, RPG, Early Access","Multi-player, MMO, Steam Achievements, In-App Purchases",
205890,,,
817680,"Casual, Indie, Racing, Simulation","Single-player, Partial Controller Support, Family Sharing",
80350,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Commentary available, Remote Play on Phone, Remote Play on Tablet, Family Sharing",
337420,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",
363330,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
364390,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
370700,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",
374510,"Adventure, Indie","Single-player, Steam Trading Cards, Captions available, Commentary available, Family Sharing",
399230,"Action, Adventure, Casual, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",
434260,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",
434310,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
487700,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",
489360,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",
491620,"Action, Casual, Indie, Racing, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing",
502740,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",
508550,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",
