ID del juego,Fecha de Lanzamiento
846770,"{'coming_soon': False, 'date': '16 Nov, 2021'}"
1910780,"{'coming_soon': False, 'date': '9 Jun, 2022'}"
293010,
413710,"{'coming_soon': False, 'date': '10 Dec, 2015'}"
239660,"{'coming_soon': False, 'date': '3 Jul, 2013'}"
321480,"{'coming_soon': False, 'date': '13 Oct, 2014'}"
361630,"{'coming_soon': False, 'date': '16 Apr, 2015'}"
33570,"{'coming_soon': False, 'date': '18 Nov, 2010'}"
216090,"{'coming_soon': False, 'date': '14 Mar, 2013'}"
327640,"{'coming_soon': False, 'date': '20 Jan, 2015'}"
266410,"{'coming_soon': False, 'date': '12 Jan, 2015'}"
349730,"{'coming_soon': False, 'date': '12 Aug, 2020'}"
390870,"{'coming_soon': False, 'date': '17 Nov, 2015'}"
398840,"{'coming_soon': False, 'date': 'Oct 15, 2015'}"
399660,
445190,"{'coming_soon': False, 'date': '27 Apr, 2017'}"
516110,"{'coming_soon': False, 'date': '28 Feb, 2019'}"
530320,"{'coming_soon': False, 'date': '27 Sep, 2018'}"
546430,"{'coming_soon': False, 'date': '11 Apr, 2019'}"
555880,"{'coming_soon': False, 'date': '6 Feb, 2018'}"
579720,"{'coming_soon': False, 'date': '18 May, 2017'}"
585080,"{'coming_soon': False, 'date': '9 Jun, 2017'}"
615120,"{'coming_soon': False, 'date': '19 Jul, 2022'}"
622890,"{'coming_soon': False, 'date': '18 May, 2017'}"
631770,"{'coming_soon': False, 'date': '3 Jul, 2017'}"
636070,"{'coming_soon': False, 'date': '8 Jan, 2018'}"
666100,"{'coming_soon': False, 'date': '18 Jan, 2018'}"
718650,"{'coming_soon': False, 'date': '18 Apr, 2019'}"
842150,"{'coming_soon': False, 'date': '18 Dec, 2018'}"
846030,"{'coming_soon': False, 'date': '21 Jul, 2023'}"
858260,"{'coming_soon': False, 'date': '27 Oct, 2020'}"
873940,"{'coming_soon': False, 'date': '18 Sep, 2019'}"
885000,"{'coming_soon': False, 'date': '31 Oct, 2019'}"
916100,"{'coming_soon': False, 'date': '19 Jul, 2019'}"
938560,"{'coming_soon': False, 'date': 'Aug 21, 2020'}"
998740,"{'coming_soon': False, 'date': '15 Oct, 2020'}"
1069030,"{'coming_soon': False, 'date': '12 Jul, 2023'}"
1101120,"{'coming_soon': False, 'date': '19 Jul, 2023'}"
1103860,"{'coming_soon': False, 'date': '4 Jun, 2020'}"
1142080,"{'coming_soon': False, 'date': '24 Sep, 2021'}"
1290330,"{'coming_soon': False, 'date': 'Sep 25, 2023'}"
1301930,"{'coming_soon': False, 'date': '8 Apr, 2021'}"
1433860,"{'coming_soon': False, 'date': '16 Sep, 2021'}"
1549850,"{'coming_soon': False, 'date': '2 Dec, 2021'}"
1662210,"{'coming_soon': False, 'date': '6 Feb, 2024'}"
1736550,"{'coming_soon': False, 'date': '24 Mar, 2023'}"
1843760,"{'coming_soon': False, 'date': '28 Jan, 2022'}"
1859290,"{'coming_soon': False, 'date': '21 Apr, 2022'}"
1906020,"{'coming_soon': False, 'date': '14 Jun, 2023'}"
2066020,"{'coming_soon': False, 'date': '7 Nov, 2022'}"
2328750,"{'coming_soon': False, 'date': '5 Oct, 2023'}"
1194810,"{'coming_soon': False, 'date': '4 Apr, 2023'}"
2287220,"{'coming_soon': False, 'date': '31 Jul, 2023'}"
2499470,"{'coming_soon': False, 'date': '12 Sep, 2023'}"
2529170,"{'coming_soon': False, 'date': '8 Nov, 2023'}"
2477340,"{'coming_soon': False, 'date': '5 Mar, 2024'}"
1351240,"{'coming_soon': False, 'date': '7 Mar, 2024'}"
244050,"{'coming_soon': False, 'date': '5 Sep, 2013'}"
324140,"{'coming_soon': False, 'date': '22 Apr, 2015'}"
420000,"{'coming_soon': False, 'date': '20 Nov, 2015'}"
477130,"{'coming_soon': False, 'date': '24 May, 2016'}"
1594940,"{'coming_soon': False, 'date': '16 May, 2022'}"
1883260,"{'coming_soon': False, 'date': '28 Jun, 2022'}"
214630,"{'coming_soon': False, 'date': 'Sep 27, 2012'}"
214640,
397080,
503620,"{'coming_soon': False, 'date': '9 Aug, 2017'}"
811890,"{'coming_soon': False, 'date': '14 Feb, 2020'}"
1250870,"{'coming_soon': False, 'date': '16 Apr, 2020'}"
2075720,"{'coming_soon': False, 'date': '8 Mar, 2024'}"
1294810,"{'coming_soon': False, 'date': '1 May, 2023'}"
3800,"{'coming_soon': False, 'date': '14 Sep, 2006'}"
9740,"{'coming_soon': False, 'date': '12 Mar, 2008'}"
13230,"{'coming_soon': False, 'date': '17 Mar, 2008'}"
11900,
21300,"{'coming_soon': False, 'date': '30 Sep, 2008'}"
20710,"{'coming_soon': False, 'date': '3 Nov, 2008'}"
18500,"{'coming_soon': False, 'date': '8 Dec, 2008'}"
15400,"{'coming_soon': False, 'date': '23 Jan, 2009'}"
23120,
25700,"{'coming_soon': False, 'date': '17 Sep, 2009'}"
40420,"{'coming_soon': False, 'date': '16 Jul, 2010'}"
32200,"{'coming_soon': False, 'date': '22 Oct, 2009'}"
37500,"{'coming_soon': False, 'date': '5 Nov, 2009'}"
3170,"{'coming_soon': False, 'date': '19 Nov, 2009'}"
35010,"{'coming_soon': False, 'date': '26 Mar, 2010'}"
35070,"{'coming_soon': False, 'date': '1 Oct, 2009'}"
205650,"{'coming_soon': False, 'date': '20 Sep, 2012'}"
45100,"{'coming_soon': False, 'date': '3 Feb, 2010'}"
6600,"{'coming_soon': False, 'date': '14 Feb, 2007'}"
27800,"{'coming_soon': False, 'date': '19 Mar, 2009'}"
44200,
46000,"{'coming_soon': False, 'date': '22 Jan, 2010'}"
45000,"{'coming_soon': False, 'date': '15 Mar, 2010'}"
27920,"{'coming_soon': False, 'date': '23 Apr, 2010'}"
19030,"{'coming_soon': False, 'date': '11 May, 2010'}"
50820,"{'coming_soon': False, 'date': '12 May, 2010'}"
45400,"{'coming_soon': False, 'date': '14 Apr, 2010'}"
42640,"{'coming_soon': False, 'date': 'May 2010'}"
33680,"{'coming_soon': False, 'date': '7 Jun, 2010'}"
42650,
47000,"{'coming_soon': False, 'date': '12 Jul, 2010'}"
41800,"{'coming_soon': False, 'date': '16 Nov, 2009'}"
63600,
24420,"{'coming_soon': False, 'date': '15 Dec, 2008'}"
46600,"{'coming_soon': False, 'date': '19 Aug, 2010'}"
50000,"{'coming_soon': False, 'date': '25 Oct, 2010'}"
2450,"{'coming_soon': False, 'date': '29 Oct, 2010'}"
62000,"{'coming_soon': False, 'date': '18 Nov, 2010'}"
27000,"{'coming_soon': False, 'date': '18 Mar, 2009'}"
47900,
92300,"{'coming_soon': False, 'date': '19 Jan, 2011'}"
51060,"{'coming_soon': False, 'date': '19 Jan, 2011'}"
57700,"{'coming_soon': False, 'date': '31 Jan, 2011'}"
47800,"{'coming_soon': False, 'date': ''}"
15500,"{'coming_soon': False, 'date': '17 Jul, 2008'}"
35460,"{'coming_soon': False, 'date': '26 Oct, 2010'}"
249610,"{'coming_soon': False, 'date': '5 Jun, 2014'}"
95300,"{'coming_soon': False, 'date': '29 Apr, 2011'}"
104100,"{'coming_soon': False, 'date': '14 May, 2011'}"
97000,"{'coming_soon': False, 'date': '17 Jun, 2011'}"
55040,"{'coming_soon': False, 'date': '14 Mar, 2011'}"
92200,"{'coming_soon': False, 'date': '27 Sep, 2011'}"
80310,"{'coming_soon': False, 'date': '26 Oct, 2011'}"
200910,"{'coming_soon': False, 'date': '20 Oct, 2011'}"
202410,"{'coming_soon': False, 'date': '8 Feb, 2012'}"
107600,"{'coming_soon': False, 'date': '16 Nov, 2011'}"
200900,"{'coming_soon': False, 'date': '22 Nov, 2011'}"
102200,"{'coming_soon': False, 'date': '20 Jul, 2011'}"
80330,"{'coming_soon': False, 'date': '13 Jan, 2012'}"
80340,"{'coming_soon': False, 'date': '13 Jan, 2012'}"
80360,"{'coming_soon': False, 'date': '13 Jan, 2012'}"
18120,"{'coming_soon': False, 'date': '19 Jan, 2012'}"
111100,"{'coming_soon': False, 'date': '3 Feb, 2012'}"
108500,"{'coming_soon': False, 'date': '1 Mar, 2012'}"
205690,"{'coming_soon': False, 'date': '22 Feb, 2012'}"
42170,"{'coming_soon': False, 'date': '12 Jun, 2012'}"
205870,"{'coming_soon': False, 'date': '28 Feb, 2012'}"
15060,"{'coming_soon': False, 'date': '28 Feb, 2012'}"
207420,"{'coming_soon': False, 'date': '14 Mar, 2012'}"
207320,"{'coming_soon': False, 'date': '19 Mar, 2012'}"
70500,"{'coming_soon': False, 'date': '8 Oct, 2010'}"
208400,"{'coming_soon': False, 'date': '11 Apr, 2012'}"
207430,"{'coming_soon': False, 'date': '5 Apr, 2012'}"
207530,"{'coming_soon': False, 'date': '23 Apr, 2012'}"
209370,"{'coming_soon': False, 'date': '27 Apr, 2012'}"
18040,"{'coming_soon': False, 'date': '25 Oct, 2010'}"
102850,"{'coming_soon': False, 'date': '21 Mar, 2012'}"
212050,"{'coming_soon': False, 'date': '25 Jul, 2012'}"
211800,"{'coming_soon': False, 'date': '16 May, 2012'}"
200010,"{'coming_soon': False, 'date': '21 Jun, 2012'}"
211340,"{'coming_soon': False, 'date': '31 May, 2012'}"
212410,"{'coming_soon': False, 'date': '26 Jul, 2012'}"
211120,"{'coming_soon': False, 'date': '31 Jul, 2012'}"
215450,"{'coming_soon': False, 'date': ''}"
209270,"{'coming_soon': False, 'date': ''}"
206370,"{'coming_soon': False, 'date': '15 Aug, 2012'}"
208750,"{'coming_soon': False, 'date': '3 Feb, 2015'}"
215770,"{'coming_soon': False, 'date': '4 Sep, 2012'}"
214790,"{'coming_soon': False, 'date': 'Aug 31, 2012'}"
204220,
216290,
211670,
204630,
216130,
212110,
223630,
223390,
209950,
227320,
72900,
229520,
227280,
209540,
227800,
46750,
362410,
210550,
96900,
227720,
233740,
209060,
222660,
223280,"{'coming_soon': False, 'date': ''}"
234900,
228440,
220900,
237430,
238930,
238630,
229890,
236490,
231020,
234980,
403200,
217140,"{'coming_soon': False, 'date': 'Jul 31, 2013'}"
245150,
230860,
225220,
241320,
246400,
246800,
246980,
247310,
244070,
248190,
248650,
248860,
241720,
248970,
242570,
250110,
250280,
250340,
250640,
250700,
237740,
251230,
251310,
251370,
251390,
251410,
251510,
251710,
252030,
252370,
252430,
252570,
252710,
253150,
253190,
253350,
253570,
253860,
254200,
254880,
205080,
255260,
215630,
255340,
222640,
585450,
246760,
606730,
257170,
239720,
233110,
257690,
257710,
257770,
258030,
761030,
258220,
235980,
209390,
231720,
245390,
247140,
259430,
259510,
259620,
259640,
259830,
259870,
260160,
235620,
244910,
262210,
262260,
262590,
262790,
262850,
263020,
263040,
263360,
263400,
263420,
263460,
263480,
263640,
263820,
264060,
264160,
264220,
264320,
264540,
265400,
265610,
265870,
265970,
449300,
266050,
266130,
266250,
266490,
267360,
201040,
267730,
267900,
268200,
262940,
268340,
241410,
268810,
268830,
269030,
269110,
269330,
269430,
269650,
269690,
269890,
269990,
270050,
270310,
270330,
270490,
270630,
239840,
270810,
224040,
271670,
271730,
267670,
270750,
270760,
271820,
271990,
300550,
272300,
272330,
272600,
272670,
273240,
273830,
274130,
274250,
274450,
244430,
46770,
233350,
277520,
278100,
278440,
278550,
278590,
278620,
278910,
650220,
279160,
279440,
279480,
279520,
279580,
279740,
279900,
280010,
280040,
280320,
280460,
280500,
280890,
280910,
280930,
281200,
282590,
282680,
282960,
283080,
283180,
283450,
284140,
284180,
284200,
285110,
285420,
285440,
285480,
285520,
285820,
285960,
286200,
286660,
226100,
286830,
249380,
236930,
287600,
287860,
288020,
288060,
288100,
288220,
265120,
279920,
288370,
288670,
288930,
289220,
289420,
289440,
289480,
289600,
290490,
290650,
290710,
290890,
290970,
290990,
291050,
291090,
291190,
291390,
291430,
292500,
292600,
431290,
293320,
293340,
293600,
293660,
293680,
293880,
293920,
293960,
264520,
234530,
295490,
295730,
295850,
295910,
295990,
296240,
296280,
283940,
283960,
283980,
292240,
292780,
294530,
294660,
294670,
291030,
296510,
296570,
296590,
296730,
296850,
296930,
296970,
297080,
297100,
297290,
297410,
297740,
297920,
298480,
298820,
298830,
298840,
298850,
298890,
251210,
299030,
299440,
299800,
299890,
300200,
300280,
300340,
300360,
300570,
300580,
301920,
292400,
302270,
302310,
302470,
302490,
302650,
302850,
303260,
303410,
303430,
303510,
205060,
205070,
205090,
303680,
303690,
303850,
303910,
304150,
304170,
304500,
305010,
265950,
305480,
305740,
305760,
305780,
305800,
305820,
305840,
303340,
306200,
306550,
306660,
306700,
548680,
307010,
307090,
307210,
307270,
307430,
307570,
307580,
307600,
307620,
299540,
308360,
308380,
308440,
308520,
308560,
310460,
310510,
310760,
310850,
310880,
311100,
311190,
311240,
312600,
262240,
265170,
282010,
282030,
312750,
312900,
313470,
305490,
307190,
313630,
314030,
314070,
314150,
314200,
314210,
314290,
314330,
314360,
314380,
314470,
314570,
314590,
314790,
315110,
315340,
315670,
315850,
315860,
315930,
313590,
316080,
316370,
316660,
316750,
316840,
316930,
316970,
317040,
317330,
317370,
317510,
265750,
317620,
317710,
317970,
242130,
318130,
318230,
262000,
318260,
318530,
318570,
318860,
319050,
252970,
281130,
319270,
343820,
319480,
249190,
319740,
251890,
320090,
320120,
320400,
317290,
320430,
320520,
316180,
320630,
320650,
320690,
320820,
263860,
275180,
321060,
299660,
322080,
322540,
322680,
322900,
322910,
323040,
324070,
324120,
324260,
324270,
324390,
324450,
324470,
324710,
324740,
260330,
325150,
325160,
325320,
325370,
325470,
325520,
325730,
325860,
326060,
326150,
326340,
326630,
326670,
326720,
326730,
322130,
286880,
297860,
316030,
316260,
322600,
327740,
327220,
327310,
327390,
327510,
327560,
328640,
328680,
329240,
329340,
329770,
329860,
330110,
330180,
330270,
