ID del juego,Repeticiones,Minutos Totales
1993150,1,47
2020520,1,928
2343600,2,595
1592680,4,181
251850,2,104
254040,2,6
263740,6,1542
297110,1,13
308580,3,30
322920,5,1109
352400,12,6883
42140,4,417
649600,3,368
896520,1,40
1718130,3,657
346250,2,21
350990,3,32
378300,1,1
387970,6,36
414730,8,4043
4550,8,7532
15900,2,81
314000,13,1434
432310,3,22
518120,3,4
780350,1,803
1484900,3,311
1726400,1,259
2431660,3,840
307410,1,14
491540,3,1232
497720,2,291
431930,11,2584
1292910,5,589
1369670,4,9842
1578390,1,574
1450830,3,1621
1151050,7,1266
2064810,1,70
3720,5,1465
250500,1,88
363600,8,3510
702670,6,1020
758870,2,3316
985000,1,221
1028350,1,141
1082430,3,564
1148760,1,180
1152340,2,194
1586800,1,323
631130,1,269
444770,3,1478
834280,2,184
1166290,3,396
1166990,4,4895
1547300,2,161
1582680,2,280
1801110,2,1077
1843090,1,552
1985690,8,490
2120900,3,421
2506160,3,900
262120,2,492
346730,4,701
366090,4,11027
377590,2,8
378360,2,257
351910,9,1726
405710,9,4913
428180,2,132
524440,3,1115
499660,5,714
502520,6,23272
773951,11,12693
841190,3,69
867290,2,882
1104330,1,6
1115450,2,360
1139980,4,1191
1266630,2,17572
1335240,1,8512
1415410,2,100
1509510,8,34668
1541840,3,6120
1546540,3,58
1731520,2,57
1802860,1,3
1863750,1,351
1986010,2,1009
2101080,1,521
2281410,1,3874
3010,1,1
318950,1,294
326990,5,690
474830,8,1670
475240,7,926
503900,4,668
504810,1,16
513340,11,2031
525190,8,1230
576540,4,679
578590,7,1043
581840,3,371
596590,8,862
605190,4,826
755500,4,1295
573680,1,463
899390,1,371
767390,2,967
1106140,1,410
1124660,8,1248
1239260,9,1468
1329600,3,319
2181930,15,13944
882960,2,132
641080,1,379
1065200,1,426
1526490,4,1844
1866180,4,638
283430,4,19
311010,3,508
375850,3,824
468930,1,39
504770,8,627
200390,2,58
209120,4,3075
384630,4,752
386620,7,749
505730,14,5206
675690,3,10916
280740,7,2829
1241700,3,100
496920,6,159
807340,1,3
1773180,5,686
1641700,2,322
24790,6,6587
42920,1,44
70900,1,8
220700,13,26192
227760,2,254
219190,2,332
269250,7,2978
281860,4,1219
283820,1,1
295710,1,1
222750,10,28184
240760,9,4854
404730,11,6885
313400,3,1087
348950,4,1037
358750,4,1252
368160,4,1357
377710,3,1536
377720,3,1545
383460,4,1056
386970,3,2252
391310,3,972
426690,4,1640
438130,3,1661
451760,4,4095
527190,2,849
555640,3,3388
611670,10,3121
712100,5,7530
691690,2,748
1073440,7,27831
1450080,1,1408
1450090,1,2724
1450120,1,2859
1985810,5,14790
215100,13,3642
241680,1,3
906200,2,44
341070,2,189
655790,5,46
211280,4,101
266090,1,3
293760,4,24555
705340,1,186
1163550,4,1838
1182020,8,4980
12340,3,606
236970,1,45
12450,1,31
2163330,2,933
1530,1,1
34410,2,128
246420,12,4617
262450,2,57
248490,2,7
270910,4,1176
277450,3,2068
369290,3,273
373650,1,74
374830,9,2616
375680,7,1362
383840,4,723
387850,4,885
390290,5,777
352720,9,17847
400080,6,735
392940,2,360
425410,7,1951
425670,2,127
440540,3,355
450670,5,362
457490,5,1679
474210,3,393
497080,1,135
502710,2,87
512300,3,743
580720,1,304
587430,6,1413
589170,2,164
599080,8,945
628200,1,5
655100,5,589
669290,2,148
673610,4,1027
754850,1,38
774791,8,1605
824280,1,107
858060,3,100
905970,2,137
1178220,2,610
1178780,1,168
1211020,3,982
311310,4,5936
1266700,1,21
1331550,6,3816
1403020,1,94
1523650,1,75
335670,6,2308
404790,8,956
668210,1,131
1096900,2,2290
1598560,1,14
1614040,1,200
2324650,2,114
44340,9,2624
12260,1,12833
223430,2,63
226120,1,1
355400,1,15
448320,1,555
449540,15,2110
513740,1,1
610780,5,726
611350,4,313
622040,1,10
646100,1,2
753990,1,1
766600,1,11
799860,2,42
858590,2,348
869760,10,593
966610,3,2591
1003360,1,54
1127460,2,31
703430,1,1
853550,1,1848
1087460,1,164
1261040,11,5792
1291500,7,196
1372530,1,365
391730,5,976
666860,10,57287
689040,1,4
1006710,2,6330
1121710,1,320
2180600,1,907
2203070,3,315
504730,1,2286
44310,2,124
240970,2,976
312150,11,135
230270,4,695
340810,2,50
559210,3,719
665270,1,382
792660,1,6039
924650,1,57
941410,1,8
1792250,2,664
2500750,2,2922
711390,2,15
205270,2,2
842100,3,1679
1532690,3,1158
2347110,4,640
804440,1,4
1218210,2,1089
1223750,3,1852
2116260,1,83
2261050,1,121
2529820,2,553
338050,7,1525
867140,4,191
1150690,5,1989
1260390,12,2019
1446850,5,469
204120,7,3437
1740720,9,3883
260190,3,3396
284240,3,506
306760,2,293
336280,2,260
339040,1,80
346940,8,4275
373990,1,5
374400,1,2
374900,7,3527
382300,5,1018
229580,3,994
388340,1,25
411970,2,71
429780,2,398
435060,4,102
453270,2,217
384250,4,447
381120,7,1412
481510,9,4500
547680,8,1565
861650,4,3279
882560,1,96
244630,14,561
9880,18,3855
227180,11,7087
376570,17,4992
392060,1,14
417890,7,179
505750,6,50
523070,1,2
533780,9,2115
592890,2,98
630140,1,167
634070,2,3
669580,3,157
702320,3,104
720380,5,332
662320,11,631
914320,1,66
914700,3,162
1083600,1,4
2113050,2,15
2325900,2,80
1176710,5,421
461520,2,248
362930,8,3863
1142100,3,278
1142500,3,89
316240,2,430
842500,1,3
1263550,6,407
583010,4,1862
839310,1,26
862800,1,1131
1378990,5,3523
1388870,2,917
1282590,1,3078
269190,2,296
335620,3,446
344860,3,143
470310,6,28416
574720,5,1066
699170,4,2481
716490,6,1542
726840,2,678
684450,3,2174
1488200,7,2510
330580,6,548
944110,1,213
958480,2,280
1185520,1,1
1310910,8,1111
2022180,3,430
12520,1,1
33730,1,37
248290,2,437
283040,5,1143
284970,1,11
292200,2,296
301050,2,450
315940,1,9
337940,3,599
338800,2,3
340130,2,2
342090,3,1018
354640,6,41
354960,2,356
357200,3,547
552280,4,1492
745960,5,1004
812560,2,336
820730,3,476
1044620,9,9341
1069230,2,1222
325180,10,71
1299420,1,2
263700,3,49
298400,2,252
359220,2,654
737010,1,5
857980,6,1989
1019100,5,95
1051690,1,807
1055430,5,1764
1707650,1,224
1009560,3,1032
658970,1,248
722750,2,3
731910,1,2
807890,2,3
405900,12,4778
495280,3,247
803600,5,8171
882710,3,748
924980,2,3248
1167100,1,31
1191840,5,9601
1233880,2,228
1288310,4,687
1696440,5,9226
1718570,13,31328
1939560,2,304
1868180,3,1326
6010,1,184
603140,2,175
623080,3,94
863570,4,957
227920,2,668
505060,1,25
433530,1,302
1371480,1,1
1763050,4,395
1968340,1,413
2209680,1,16
2027330,1,308
733610,3,531
1344350,6,316
1599020,1,452
1732740,4,338
1842810,1,5703
1863670,2,910
2273880,1,82
2427700,1,413
1529570,1,267
205550,4,163
99910,2,126
105430,7,426
109410,3,377
286080,8,368
238910,16,3298
259360,19,3567
267060,4,977
267940,4,18
312640,4,1047
328940,4,927
344130,11,2813
346210,2,352
348960,2,466
350620,1,11
351800,3,47
356200,4,712
357780,7,1089
357900,14,2224
359810,3,608
368650,3,458
371390,3,504
375010,9,1941
375620,6,870
385890,3,195
389400,5,759
392820,8,1384
402330,7,1031
404070,1,152
405950,7,1113
272890,8,130
415350,6,1244
415960,8,1971
416690,2,3
418160,2,337
418430,3,1076
424000,6,1646
430020,2,412
434210,10,2109
434500,4,1192
435140,2,317
440730,12,1603
448460,4,193
448470,8,2198
449520,2,305
449530,5,1088
452920,1,204
453850,7,1353
455970,3,555
456660,3,524
461880,4,995
461890,8,1398
463100,8,1235
463710,7,1291
466890,4,1216
473810,2,351
485390,4,1049
485890,3,378
495780,6,1150
496680,5,967
497100,3,631
502090,4,1256
507380,9,1960
507390,6,1048
520530,7,1031
531800,2,51
536410,2,319
543170,8,1019
543360,2,572
551080,6,936
551930,7,890
571020,7,1351
571870,7,968
575840,10,1767
576750,1,136
579150,7,1376
622170,2,233
662830,3,846
1126320,6,5361
1172940,1,52
1545450,2,274
1840490,1,8
2067790,3,237
2162520,1,4
390570,5,883
411370,9,1656
522880,1,24
658620,3,12231
965010,1,123
970570,4,1682
976390,4,858
1144300,3,168
1145030,3,743
1714320,3,173
346290,3,98
608990,4,78
760510,1,31
640890,6,410
1755910,10,3319
664830,4,1453
443080,3,114
326160,2,218
342190,1,256
977690,1,27
1363430,12,903
214170,2,685
224440,3,2391
207930,5,989
251970,6,982
252290,2,41
290320,3,280
293940,3,281
297060,2,41
297810,3,1048
301220,1,7
219760,2,261
312200,7,1868
253510,3,331
323060,6,642
339200,4,3252
368720,6,1381
372800,11,1422
381180,1,536
398850,9,2415
403970,1,12
471010,5,1191
573120,6,1267
378540,11,3085
672970,1,5
730590,1,9
565020,1,179
770070,1,23
780580,1,54
840800,6,15492
929010,5,2904
957440,1,10
449960,8,11789
1151080,4,275
1390680,2,156
1614730,1,286
2244800,1,160
2321580,2,63
2488510,1,695
1026420,6,711
2586870,1,12
207210,4,1031
666330,1,144
293840,2,70
300760,1,432
362610,9,3176
368750,3,935
388420,4,913
424830,4,925
453980,4,1491
1240290,3,94
1131080,5,375
338060,4,845
429680,3,190
648580,3,287
570780,2,398
1111450,1,149
22130,2,1306
404530,2,2083
1106840,6,2400
2530670,1,3
1008210,1,16
1568940,3,46
2624740,1,31
1497640,2,78
381870,5,861
453670,5,1086
473140,8,1766
529240,12,1287
562730,5,1265
604780,9,1279
606860,4,965
610730,8,1498
628950,11,2278
634340,10,2146
3380,1,447
214700,3,51
212700,7,811
111900,9,786
252830,4,1022
242980,1,3
262490,1,348
262900,2,460
264340,2,277
265670,3,223
274230,2,479
274290,3,651
300540,3,462
311480,2,45
358090,2,329
364230,6,1047
561770,8,1404
680830,1,56
1102130,5,483
1353270,3,539
1862660,1,1
300820,2,1136
370090,4,1374
382140,10,5085
477290,5,1507
670350,2,231
41050,8,14315
201480,2,38
222520,4,426
280620,3,1359
311260,4,2315
297210,2,52
39650,4,2860
39660,1,300
39680,9,11032
345790,1,29
352160,3,268
380360,5,357
2700,6,2812
285310,5,2188
521150,3,3740
322780,2,12515
643980,1,2
707030,5,1967
765810,2,354
825580,1,1
841500,2,2
949290,1,300
1318690,4,2567
1454160,1,230
1519890,1,93
1615290,5,1368
1623880,1,475
1150530,2,590
340540,9,113
1372810,4,3028
222160,5,504
278570,6,783
280640,10,1506
291170,9,1638
295250,5,354
332480,11,2131
338840,6,900
339290,12,4613
349460,6,1833
356880,7,1410
360010,5,1054
361850,6,542
365110,3,532
368710,9,1648
376730,6,780
380000,2,261
386110,10,1510
388660,4,568
389160,3,637
389900,1,26
395250,6,1176
399420,8,1401
418040,7,1545
270570,8,1783
429280,7,1349
430080,8,1375
431750,6,1359
432260,7,627
434890,4,540
439930,9,2015
454100,10,1581
464070,2,475
464230,6,1042
469890,9,1241
485920,7,821
490910,11,1535
495570,8,1620
503830,7,1239
506760,3,308
512550,9,1516
513980,7,999
521430,5,1083
521590,6,855
527710,5,395
527800,5,1068
529900,7,1370
530540,9,1643
533340,4,424
540190,7,1402
540900,14,1810
541920,6,1014
542880,7,1023
545470,6,951
545690,9,1591
550810,8,2030
555930,7,930
557030,7,1667
559960,6,1093
562640,6,1046
567150,2,323
575750,6,750
575760,6,975
575780,8,997
575860,9,1351
575890,5,965
576050,6,1137
581200,7,1101
581600,8,997
585560,9,1461
585950,12,1602
586130,6,657
589640,6,606
592060,4,481
594720,7,1159
595780,7,1512
601240,3,479
603060,5,642
607210,5,1083
610810,3,351
614950,6,724
614960,6,641
617710,9,1555
619740,3,834
621150,6,803
623550,9,1341
627950,5,858
631830,3,451
635850,3,544
635880,8,1593
648120,5,662
715010,7,819
754120,10,1535
813540,4,499
993740,10,1277
715210,2,317
1046820,1,489
1157750,4,831
1252560,8,1043
1334000,4,1363
1334010,6,1091
362400,8,778
246700,6,261
296630,3,39
302010,7,1057
422970,9,991
432470,10,1514
436320,1,82
457420,4,18
752480,2,131
810500,4,133
844040,1,109
954850,4,2092
1037020,1,96
1079800,3,387
1170060,1,268
844380,2,122
1222580,5,892
976800,1,5
1292040,2,140
1296610,8,9455
1055210,1,3
1358140,3,252
1512590,1,35
1514950,1,213
1583230,13,5416
1592190,8,2675
1608470,1,101
1674780,1,181
1717770,1,33
1743850,2,756
1316910,1,239
1759380,1,332
1651960,1,275
1824960,1,185
1895130,3,1597
1922010,1,200
1947070,1,47
1347970,1,136
2330500,1,156
2441700,1,139
591370,3,2285
1594320,4,6100
548290,1,10
557810,3,253
20840,1,1045
220050,1,1267
389280,2,215
441920,1,1196
485650,4,153
524970,2,59
542480,1,154
557400,5,739
689090,3,71
726390,2,332
729580,1,1
40330,1,16
246300,2,175
251430,6,1010
253770,1,33
230840,4,323
285380,1,59
314810,5,874
333260,2,663
350910,2,428
357750,1,2
385330,1,1
417880,1,458
433100,3,511
567980,1,3
596000,1,588
782130,1,195
794800,1,2248
965210,1,449
1537710,3,204
1363250,1,15
1364130,1,55
787740,2,100
803980,3,737
1058380,2,130
108200,10,2928
8300,1,1
234490,7,697
251910,8,1215
260550,3,691
266940,3,501
281060,3,586
286500,4,725
291330,4,2231
299840,3,472
300060,1,31
301540,4,624
302120,4,757
308060,6,836
313140,7,887
334940,4,1249
340220,3,602
344230,9,4375
344790,4,2527
345130,1,1
354920,8,1907
355280,3,441
355410,5,988
356070,4,891
359580,3,622
360830,5,4046
360890,4,370
366220,2,479
366610,7,1297
247950,5,927
371460,6,1911
371330,5,829
381140,5,1000
388050,3,692
390710,11,7853
391600,2,387
393230,2,243
395380,3,895
369360,3,1103
404660,4,712
405500,3,186
414580,11,2046
418610,2,814
422650,2,500
423760,6,973
429060,6,1498
431640,3,623
432170,5,1575
434220,2,300
434800,3,481
448790,2,405
449760,5,970
451660,3,661
453950,3,593
454080,2,409
455940,3,727
460150,3,541
463670,2,451
466780,3,344
485560,4,740
485570,3,557
485640,3,618
485660,4,592
485830,5,618
487350,4,724
489020,5,1479
490980,5,1018
492280,2,495
493780,2,342
496120,3,487
496530,2,331
497020,3,486
497560,2,286
502910,3,743
507400,5,1057
509850,7,1515
509930,5,1172
510330,5,668
513820,3,367
516410,2,216
523160,5,704
527790,4,770
531240,5,943
533860,3,480
534290,7,1116
539450,11,2090
543160,3,715
544330,23,3835
551520,3,606
552900,2,447
562240,4,552
562650,6,869
566670,5,956
567680,6,1197
575830,7,1339
576500,8,1788
580420,3,465
580910,2,456
581100,5,910
581380,2,230
581820,2,380
581970,3,557
582290,3,924
584860,3,377
584890,2,276
594160,3,698
595640,5,984
601570,3,634
606330,5,993
600210,2,279
614460,5,501
623940,8,2255
628760,8,1857
647040,1,46
673660,1,2
673720,1,1
682910,1,1
696480,4,542
701720,1,17
719120,1,221
724740,1,2
725280,1,1
731230,1,15
783050,4,566
815830,2,89
834420,2,2
951940,5,637
15080,2,166
104020,1,18
287100,7,413
306260,1,27
357930,2,25
446840,2,557
41060,8,13700
111600,8,421
214190,10,1881
359960,4,800
466220,1,9
37420,4,6
42120,15,1401
318220,8,1488
897630,1,1
404550,1,51
205710,1,4
484900,4,1831
596650,2,14
602700,3,517
671970,2,345
684870,1,1
748300,5,482
758690,2,637
782660,1,3
838630,2,1019
855740,3,541
944770,1,2648
989770,2,179
991170,4,1364
421650,1,1
1078760,6,1512
1141530,4,29141
567730,1,1
1281080,11,709
1296280,3,213
1340530,5,185
1391000,1,64
1433570,1,44
1515180,3,98
46510,14,9870
1783530,1,1116
46420,1,1
451340,11,19506
625080,1,16
1200230,1,1625
817510,2,99
729660,5,36
266230,3,587
370040,2,286
373440,3,1158
383520,2,415
110500,1,1
227780,7,3543
12230,2,3106
12240,2,744
252350,7,3231
270510,2,87
277870,3,206
1058200,2,2
296050,11,2195
304670,4,256
332400,4,917
340820,5,762
342970,3,392
345120,4,751
363670,4,455
365400,5,847
368770,3,531
368780,4,589
369000,10,1700
368760,3,532
371220,4,565
373290,6,696
380120,6,1084
383630,6,782
380550,8,1125
386420,4,700
386870,4,589
387860,2,18
387930,4,809
388390,3,322
393240,6,828
393930,3,277
395920,3,522
407420,3,521
409340,4,641
423720,5,644
433910,4,589
436530,2,144
440790,4,497
444930,3,19
449060,7,892
449730,2,273
450060,1,131
451700,5,1087
453830,4,625
454970,5,728
458600,5,579
459640,1,111
461390,5,405
461490,3,256
463880,3,207
474050,6,524
481600,4,487
481870,6,764
485430,4,797
486850,4,760
487370,4,846
490870,7,1181
491720,6,680
494290,2,349
502100,3,279
502400,6,248
503680,3,366
504980,6,705
506730,9,1633
508380,3,124
508840,9,1625
513230,4,1728
513290,2,695
514890,4,350
518620,5,531
518730,7,1299
521630,4,938
525300,7,1326
525690,3,203
529420,5,345
533180,5,594
536750,6,1153
539460,4,287
544870,5,774
546090,5,256
546930,7,1169
548130,4,153
552780,5,298
553610,3,743
553790,7,1521
554330,5,678
556260,3,369
560710,7,1416
562290,1,64
562430,6,814
562520,5,853
567780,5,261
568500,5,929
544180,4,527
576810,7,1346
580560,4,831
584800,5,874
534560,4,502
588920,3,232
593740,3,73
602880,3,136
603360,5,1335
604140,2,549
604490,4,1063
605210,4,199
607040,4,448
618490,5,764
618750,4,496
619220,5,277
622920,3,371
627670,2,312
632200,6,764
650490,1,1
652550,4,5
656140,1,1
656610,7,1393
672860,3,375
673800,7,1526
675940,1,2
680620,1,1
684050,1,1
690740,1,1
693250,2,172
701470,1,26
705710,1,1
709840,1,1
709870,1,1
712010,1,1
718660,1,2
721940,1,1
723450,1,1
724430,1,1
725780,7,1415
632050,4,971
738000,1,2
739690,1,1
747190,1,2
756230,1,1
774281,1,1
776340,3,311
780750,2,369
781440,3,33
783590,1,64
786720,1,1
798850,1,1
818480,1,8
821390,1,1
822680,1,1
826160,1,3
827640,2,5
828150,1,2
832680,1,1
843780,1,1
852110,2,84
854810,1,1
857010,1,1
857050,1,1
857060,1,2
879510,5,1506
350280,4,53
938860,1,1
565110,4,476
982150,2,2
1024380,3,4203
1072120,8,1371
1079310,5,1956
252130,9,3580
1085750,5,249
1091950,2,14
1106860,1,58
1113680,3,668
1129220,2,486
1171310,5,532
490860,6,322
1125480,3,3
702150,3,1209
335190,8,6522
600430,3,492
835950,4,496
727020,3,584
1307090,10,1005
1076280,6,15
1363850,2,734
1395560,12,1099
919220,1,1
1477060,2,105
1480120,3,268
1549030,3,120
1656240,2,110
1679320,3,114
1678140,4,275
1736840,1,22
1766790,3,99
1770380,1,58
1812280,2,8
1846920,4,1307
1978610,1,63
1990740,3,79
2163590,1,74
1670460,2,30
201510,7,58
232450,1,906
1798020,1,6
3820,5,1382
6200,4,124
18820,9,2475
60600,1,7
18070,1,12
70620,3,144
211440,7,893
218410,2,210
105420,2,164
202270,5,549
232970,2,92
228960,3,727
225160,8,1221
243780,5,1233
226960,3,1440
252270,4,731
253130,1,7
247240,5,505
255300,7,1203
257120,6,1274
258010,3,365
254440,6,2115
261940,1,14
269530,2,200
227060,2,105
281220,6,2985
281350,1,69
283000,2,1028
283020,2,273
116100,4,555
294460,6,1010
297490,3,398
298160,7,442
299780,2,260
300220,4,325
302610,2,229
302950,2,147
304460,2,228
305640,2,214
307760,2,507
311080,3,648
314010,3,460
315080,2,727
313360,2,184
315260,6,151
317300,2,112
327650,2,104
330470,2,120
331200,3,417
203830,7,1912
336200,3,564
340120,2,324
341860,3,426
342620,5,1387
342650,2,357
235360,2,339
345060,3,1211
345440,4,1204
348530,2,237
349440,3,513
350630,3,978
372820,4,833
380580,3,463
389460,3,441
397580,3,811
808910,3,228
996770,9,1341
1057750,4,668
1103730,1,124
1154830,1,153
1203180,1,2012
1356240,1,122
1645820,3,13041
1722760,1,110
1502190,1,126
1402110,1,687
1267240,1,72
371280,4,1035
444410,5,905
447800,1,318
463030,4,1206
530860,4,849
554800,4,898
555850,3,1240
548720,6,1099
576480,6,1259
582920,3,650
621050,2,465
637330,6,1164
531960,5,88
853770,3,202
1321450,2,236
1596310,1,94
1699860,1,59
1754840,4,201
2276930,1,42
44100,2,30
40930,3,73
21970,7,14459
107200,8,4024
98800,7,12232
211360,5,558
211260,6,1048
216890,4,1978
227200,4,1175
251830,2,416
259060,1,3638
273070,2,310
339190,6,1519
367600,2,544
307670,2,541
607080,2,3370
760650,4,1237
830590,1,1
867210,6,2011
975510,3,597
1478070,3,100
1605220,5,3145
1675670,4,169
623880,1,23
800270,4,321
915460,4,572
1658870,1,602
1951230,2,108
1584660,1,35
336520,4,245
339130,4,736
641960,1,166
970840,1,10
520950,3,458
371180,5,1683
452780,3,990
797470,6,724
392020,1,9
3300,1,43
416630,3,635
486120,2,263
578850,2,365
606690,3,702
749880,2,37
766280,3,988
869880,2,377
1011940,1,790
1309000,1,245
1477810,2,106
1520500,1,577
1619750,1,804
1757490,3,326
1802870,1,53
1950450,1,13
2069640,1,81
2102760,1,2044
2291680,1,467
2588590,2,16
2745710,1,1
390560,2,51
539650,2,16
1144170,1,87479
686260,2,63
44650,1,1
44670,3,3
44680,3,3
224340,1,356
1386780,1,398
290770,4,298
421170,3,254
441790,1,45
446610,2,93
485380,5,609
518660,3,40
611750,1,4
886040,3,30
887720,3,1033
966870,1,8
987400,2,215
1182920,1,1161
1210110,1,24
1296770,5,752
1528000,1,2
63200,3,1580
211600,6,1179
210170,2,119
220780,9,1227
251730,5,3812
272270,2,338
280200,1,48
307590,5,1664
319470,2,183
338170,4,644
253390,2,192
311720,2,319
365770,8,919
370360,2,75
317820,3,448
394970,6,4594
400110,2,71
420530,6,1238
461560,4,109
382050,3,775
500670,3,285
369070,4,4245
709920,1,1377
867480,1,238
983970,4,1121
1048740,1,201
1111370,1,479
1129190,2,665
1140270,6,1929
1665190,3,1107
1733060,1,59
1822910,1,36
1874490,2,619
1969080,2,167
1972710,1,43
2070550,1,81
2084930,1,52
2108950,1,120
470130,2,14
458770,1,55
587420,5,613
625470,1,8
999860,9,2483
1043340,1,275
1150760,1,55
1179080,2,508
1384770,1,244
1846170,2,191
1935660,1,53
2193490,1,358
2275150,1,203
402890,1,1
876460,1,259
11260,3,554
9940,4,2158
15740,2,397
211580,4,745
230700,6,1664
242780,2,745
242820,4,687
95000,4,511
238240,7,2524
244690,4,879
244890,4,1279
241620,2,695
249590,7,1337
242530,2,293
252010,5,2517
231310,4,906
45500,2,699
259470,5,544
260570,2,337
207750,4,2475
262470,4,613
262770,2,835
262920,2,438
263320,3,734
263520,2,535
263560,3,354
263960,2,551
264000,3,1146
264560,2,326
265790,3,555
244410,2,1038
268320,4,815
269270,3,520
271970,1,331
257970,2,353
277470,2,371
278530,5,4685
279140,2,1188
284390,2,291
284750,4,661
284810,4,720
284910,1,1
286810,6,2686
287840,3,873
290280,7,1002
291130,5,1913
291270,2,285
300320,4,1085
301380,2,264
276890,3,743
306950,3,856
310080,4,462
312230,2,1020
312630,2,354
313080,6,2618
313130,2,333
316140,2,964
316720,2,67
317610,2,925
319230,8,2857
319320,3,406
320540,5,3860
320760,3,610
320790,3,513
323450,2,538
297120,2,666
324420,2,594
324730,2,1021
325870,2,249
327260,4,768
328270,2,334
330660,3,409
330820,2,525
330990,4,1757
331760,3,904
331980,3,590
332710,2,214
333490,2,836
334620,5,1550
334850,2,1070
335450,2,463
335460,3,483
335690,2,347
335900,3,480
336110,4,728
337040,2,433
337630,2,226
339860,3,973
333760,3,459
340800,4,728
341120,8,1728
341150,2,906
341390,2,436
341680,3,1208
341730,2,595
310740,5,3600
342280,2,2540
342300,3,767
342610,2,317
343090,2,998
335660,2,355
343800,2,247
345540,4,1111
345860,2,842
346080,2,358
294440,4,470
347030,3,431
207370,6,505
207380,4,603
348400,1,273
348540,4,1409
349680,2,456
350010,4,655
346780,3,357
349540,2,502
351340,2,804
351400,2,344
352010,4,1250
352780,2,618
352960,3,1654
353070,2,369
353330,5,987
354040,2,505
348180,2,975
354180,2,1170
354950,2,300
355100,2,933
356540,2,517
356550,2,491
356560,2,569
356890,3,628
334420,2,2152
356380,2,278
357600,2,291
358770,2,439
359040,2,289
359560,2,706
360390,3,411
360730,3,792
360880,3,559
361160,2,844
361400,2,827
363240,2,483
363410,3,786
363510,2,967
363790,2,291
363920,2,491
364190,2,98
356170,2,825
364770,2,910
365280,2,424
365350,2,627
365680,2,905
366210,4,1066
293740,3,2240
367000,3,926
367020,1,355
367240,2,345
367300,3,2094
367780,2,816
368140,2,415
368590,5,2006
368700,2,720
368790,1,664
368830,2,789
368970,3,821
369060,2,458
369080,1,729
369420,3,1671
369890,3,398
370300,2,574
370480,3,2823
370590,4,1165
370940,3,460
371320,2,1027
371410,2,521
371550,2,1053
371900,2,488
372030,2,1003
332410,2,392
373240,3,929
373360,3,1182
373730,2,437
328730,3,363
373970,2,555
375170,2,566
375420,3,709
375430,2,805
375930,3,979
375290,2,524
378080,2,434
379320,3,967
380700,2,581
381560,5,329
379960,2,538
383670,2,387
383750,2,764
383930,4,1070
383960,3,923
384680,2,804
384990,4,1120
385020,3,904
385360,3,630
384950,2,740
386090,1,7
386700,2,428
386990,2,458
387060,3,489
387070,2,516
387240,2,1223
388500,2,298
390200,2,2586
390880,7,801
390910,2,588
391390,2,448
308420,3,615
392030,1,375
385240,2,404
392930,4,825
393600,2,374
393950,2,618
393980,3,1392
394280,2,1329
395140,4,2636
395420,3,742
332390,3,1202
396530,3,1205
370170,2,842
397570,3,1032
400410,2,617
400790,3,730
401840,2,896
402170,2,1036
402220,5,2126
402620,2,895
402850,4,582
403510,3,1662
379640,2,236
405010,3,1329
407020,4,1349
407150,3,1163
407340,2,376
407680,3,622
409380,3,635
410120,4,1048
410130,6,1615
409310,2,378
411120,4,828
412730,2,1226
413680,2,1214
414080,3,2513
416030,2,559
416200,3,677
416370,3,1386
417110,2,1284
418960,1,638
419090,2,427
420100,1,47
420770,2,722
421180,2,323
421260,2,2323
421880,3,2448
428100,5,960
429580,4,937
430170,2,656
427980,3,5486
416040,6,447
444460,4,826
402150,2,382
449250,1,125
452510,2,323
460160,2,208
462990,3,1090
464490,1,198
483960,1,246
490390,4,786
496630,2,393
449830,3,1789
593200,4,811
1170820,3,418
6800,11,3478
6810,1,8
225300,4,3088
224300,1,2
240600,3,125
303800,4,194
303830,4,627
377450,1,4
539300,2,319
558780,2,114
582810,2,49
662190,1,3
765870,1,54
1985820,1,576
1546970,3,946
2306740,1,9
61520,1,10110
298050,2,3686
360950,3,593
21760,3,59
21910,5,6039
25980,1,99
23450,4,1643
48210,2,1027
207890,5,21711
224740,2,243
227680,5,852
18490,1,42
232810,1,47
252250,1,87
256050,1,48
227020,2,149
291930,1,33
310470,3,1643
289930,2,384
334310,2,490
326410,3,395
341030,2,387
344850,7,2144
667610,1,828
736820,2,412
773790,1,592
911430,2,804
954870,1,2122
987840,2,770
1083300,1,18
1099410,5,7104
1123830,1,467
1157220,3,484
1158420,1,340
1176470,4,1435
1182110,2,1670
1287530,3,7089
840390,2,108
1336180,1,81
1380910,1,1189
1471040,1,153
1489970,1,244
1492360,1,26
1511460,1,42
1527950,14,25668
1538570,3,927
1614550,2,931
1620290,1,143
1644320,1,129
1649080,4,1337
1700870,1,803
1937500,2,1798
1981570,2,686
2198510,1,226
2244130,1,583
2370310,1,1211
1937780,2,1831
1286880,3,625
2170420,5,4163
2422090,1,949
7200,3,5112
253690,1,119
240460,5,9388
664430,6,44055
790740,9,1530
1444480,1,1542
1708520,5,6080
1967510,2,254
418110,3,37
294730,1,152
454180,2,219
542780,2,13
728730,2,8860
1146940,1,7
213120,2,513
328060,1,133
343630,3,61
380770,2,141
385380,1,6215
433280,2,688
440740,2,36
464080,2,223
467760,1,1094
492800,1,1448
438490,10,10531
553310,14,10964
556180,4,2591
609940,7,4689
551170,2,2649
1158980,1,5400
1222800,1,4404
1316230,2,2265
1592110,2,506
462110,4,1098
